0, 5, 167363836
0, 4, 989052576
0, 4, 19241416
0, 1, 559302755
0, 1, 144418159
0, 4, 15869456
0, 5, 656979180
0, 2, 667890032
0, 3, 59725023
0, 1, 639680525
0, 2, 722498033
0, 4, 549803945
0, 2, 309798465
0, 4, 234369910
0, 2, 583012628
0, 3, 989568228
0, 4, 609771344
0, 1, 106152959
0, 2, 10314102
0, 3, 563916049
0, 5, 11539662
0, 1, 193949373
0, 1, 468190210
0, 1, 138162860
0, 4, 472088557
0, 1, 149776655
0, 2, 79548236
0, 4, 709604311
0, 2, 367644412
0, 2, 412026469
0, 2, 634755515
0, 1, 625617407
0, 4, 351083536
0, 4, 168229020
0, 4, 675329959
0, 5, 209364664
0, 1, 554528623
0, 3, 324475134
0, 2, 713826945
0, 1, 991631529
0, 4, 126285408
0, 1, 746098941
0, 4, 521210861
0, 4, 165519489
0, 2, 260470520
0, 5, 825732516
0, 3, 846832985
0, 2, 930122831
0, 2, 324806007
0, 5, 956619393
0, 5, 824423145
0, 4, 887404872
0, 2, 568490563
0, 3, 214631068
0, 3, 33241383
0, 1, 123159878
0, 1, 542028049
0, 3, 815555796
0, 3, 290598713
0, 5, 74230713
0, 5, 581402877
0, 2, 506990689
0, 3, 194778749
0, 5, 546843437
0, 3, 30026060
0, 2, 525690898
0, 1, 302650516
0, 4, 540300881
0, 1, 476546023
0, 2, 431875465
0, 4, 439495682
0, 3, 846144467
0, 2, 635812330
0, 5, 479778819
0, 1, 778346826
0, 2, 146956317
0, 3, 185064942
0, 1, 64251147
0, 3, 708664425
0, 1, 912093792
0, 4, 749803176
0, 1, 518067223
0, 4, 964960134
0, 2, 442954882
0, 4, 707624147
0, 3, 646764443
0, 5, 565250048
0, 5, 958962211
0, 4, 811649943
0, 5, 296538368
0, 5, 530146989
0, 1, 552737423
0, 5, 200368010
0, 5, 448545558
0, 4, 745534467
0, 1, 213162630
0, 2, 52625135
0, 4, 32956032
0, 2, 983452887
0, 4, 438136004
0, 3, 45523942
0, 1, 706100709
0, 5, 331248737
0, 4, 932492193
0, 4, 821507024
0, 1, 728993400
0, 1, 812915358
0, 4, 451744158
0, 1, 329373788
0, 4, 101065670
0, 1, 397926236
0, 4, 753884775
0, 5, 340447467
1, 2, 872883601
1, 3, 11539662
1, 4, 476546023
1, 3, 764919686
1, 5, 729484098
1, 2, 752662263
1, 3, 813621038
1, 5, 54133566
1, 3, 958962211
1, 4, 389602779
1, 5, 956562451
1, 2, 552737423
1, 2, 636160846
1, 3, 956619393
1, 4, 448367864
1, 4, 442954882
1, 2, 554528623
1, 1, 309798465
1, 5, 372270199
1, 5, 12563374
1, 5, 167363836
1, 3, 709604311
1, 5, 707624147
1, 5, 745534467
1, 3, 456708044
1, 4, 438136004
1, 4, 539497718
1, 1, 42552863
1, 5, 821051431
1, 3, 646764443
1, 4, 324475134
1, 3, 351083536
1, 4, 397926236
1, 2, 234369910
1, 2, 583012628
1, 4, 331248737
1, 3, 887404872
1, 4, 525690898
1, 3, 144418159
1, 1, 581402877
1, 4, 106152959
1, 3, 708664425
1, 5, 528803995
1, 2, 432348257
1, 3, 271026936
1, 1, 138162860
1, 4, 200368010
1, 1, 639220326
1, 4, 546843437
1, 4, 401538044
1, 4, 722498033
1, 5, 506319322
1, 4, 653269665
1, 4, 912093792
1, 3, 815555796
1, 1, 255477254
1, 2, 296538368
1, 2, 595774149
1, 3, 101065670
1, 1, 187734307
1, 2, 706763825
1, 1, 241836127
1, 1, 331386630
1, 3, 950759377
1, 4, 622138642
1, 2, 560605967
1, 5, 14369962
1, 5, 631427433
1, 3, 447920367
1, 5, 15869456
1, 5, 194778749
1, 4, 302650516
1, 3, 975424434
1, 5, 991631529
1, 2, 993738163
1, 3, 559302755
1, 3, 542028049
1, 5, 565250048
1, 2, 61482116
1, 5, 982033889
1, 5, 802117868
1, 1, 209364664
1, 5, 219421307
1, 2, 213162630
1, 2, 625356483
1, 3, 495930244
1, 4, 103201942
1, 1, 37712535
1, 2, 74230713
1, 2, 660595925
1, 3, 9475572
1, 4, 367644412
1, 5, 682204889
1, 1, 269862681
1, 3, 479778819
1, 2, 275504687
1, 2, 749803176
2, 4, 191634412
2, 3, 565250048
2, 5, 309798465
2, 5, 495930244
2, 5, 541458700
2, 1, 532955518
2, 3, 112213362
2, 4, 991631529
2, 2, 675329959
2, 2, 706763825
2, 2, 635812330
2, 5, 331386630
2, 4, 708664425
2, 2, 439654807
2, 3, 468190210
2, 2, 168229020
2, 4, 330861636
2, 5, 667890032
2, 1, 200368010
2, 1, 37712535
2, 2, 372270199
2, 2, 26292433
2, 1, 868147099
2, 2, 729484098
2, 4, 32956032
2, 3, 85677750
2, 3, 30026060
2, 3, 271026936
2, 5, 734697213
2, 3, 8957132
2, 2, 367644412
2, 5, 52766300
2, 4, 656979180
2, 5, 300754528
2, 4, 627482778
2, 4, 655505825
2, 3, 202607106
2, 4, 406071858
2, 3, 126285408
2, 2, 518067223
2, 3, 563916049
2, 3, 699480416
2, 5, 633500651
2, 5, 220376799
2, 4, 753884775
2, 4, 235167174
2, 3, 401538044
2, 4, 956619393
2, 5, 144418159
2, 5, 71962897
2, 5, 448367864
2, 2, 821082051
2, 3, 964960134
2, 4, 639220326
2, 3, 118536303
